43,0,0,0,-10,-50,70,-5,-6,-70,-103,17,70,-103,-75,-70
50,0,0,0,-9,13,70,-13,-39,-70,-98,-17,70,-94,-45,-70
57,0,0,0,12,34,70,-12,-50,-70,-104,-49,70,-104,7,-70
64,0,0,0,-4,11,70,-22,-42,-70,-95,-58,70,-117,-7,-70
71,0,0,0,-9,-37,70,-3,-3,-70,-100,-10,70,-109,-41,-70
78,0,0,0,-17,-48,70,5,15,-70,-102,14,70,-107,-71,-70
85,0,0,0,-14,-31,70,-13,-23,-70,-98,-16,70,-89,-53,-70
92,0,0,0,10,19,70,-15,-40,-70,-107,-50,70,-107,20,-70
99,0,0,0,11,4,70,-16,-28,-70,-93,-73,70,-108,2,-70
106,0,0,0,-18,-36,70,-1,27,-70,-103,-32,70,-106,-28,-70
113,0,0,0,-15,-59,70,5,42,-70,-104,9,70,-109,-64,-70
120,0,0,0,-15,-34,70,-9,10,-70,-94,-10,70,-91,-43,-70
127,0,0,0,12,-3,70,-10,-24,-70,-102,-49,70,-106,13,-70
