15,0,0,0,-27,64,-70,-18,-12,70,-133,18,-70,-106,67,70
22,0,0,0,-20,14,-70,-29,34,70,-138,64,-70,-133,-6,70
29,0,0,0,-17,0,-70,-26,33,70,-131,95,-70,-133,-7,70
36,0,0,0,-19,29,-70,-16,-9,70,-120,40,-70,-131,21,70
43,0,0,0,-21,49,-70,-1,-24,70,-126,-21,-70,-128,70,70
50,0,0,0,-23,30,-70,-20,8,70,-133,12,-70,-108,67,70
57,0,0,0,-8,-22,-70,-23,38,70,-131,48,-70,-128,-8,70
64,0,0,0,-2,-26,-70,-22,47,70,-114,80,-70,-120,-7,70
71,0,0,0,-23,10,-70,-18,22,70,-117,23,-70,-133,40,70
78,0,0,0,-17,35,-70,7,-9,70,-124,-29,-70,-116,74,70
85,0,0,0,-25,12,-70,-11,14,70,-127,17,-70,-98,71,70
92,0,0,0,-6,-39,-70,-17,63,70,-136,57,-70,-123,-5,70
