50,0,0,0,-6,1,70,-16,-48,-70,-98,-41,70,-108,-39,-70
57,0,0,0,-18,-56,70,-7,-10,-70,-116,23,70,-126,-70,-70
64,0,0,0,-22,-39,70,-16,-23,-70,-114,2,70,-110,-83,-70
71,0,0,0,-5,17,70,-18,-47,-70,-103,-33,70,-104,-28,-70
78,0,0,0,3,21,70,-23,-51,-70,-103,-63,70,-110,8,-70
85,0,0,0,-18,-31,70,-20,-22,-70,-91,-47,70,-115,-17,-70
92,0,0,0,-7,-44,70,-2,14,-70,-110,7,70,-116,-52,-70
99,0,0,0,-14,-30,70,-7,7,-70,-108,8,70,-103,-77,-70
106,0,0,0,-10,-3,70,-12,-30,-70,-105,-29,70,-92,-29,-70
113,0,0,0,12,12,70,-10,-34,-70,-101,-64,70,-104,26,-70
120,0,0,0,-2,-33,70,-17,-3,-70,-91,-60,70,-111,-9,-70
127,0,0,0,-15,-55,70,-3,39,-70,-102,-4,70,-112,-41,-70
134,0,0,0,-12,-66,70,-4,34,-70,-104,5,70,-103,-68,-70
141,0,0,0,-9,-30,70,-14,-4,-70,-108,-36,70,-95,-25,-70
