36,0,0,0,2,-32,70,-4,11,-70,-128,23,70,-141,-49,-70
43,0,0,0,-1,-31,70,-1,16,-70,-132,20,70,-127,-80,-70
50,0,0,0,-7,18,70,-11,-37,-70,-140,-31,70,-125,-21,-70
57,0,0,0,12,27,70,-12,-61,-70,-124,-62,70,-129,21,-70
64,0,0,0,-5,-28,70,-14,-20,-70,-103,-33,70,-131,-21,-70
71,0,0,0,-9,-30,70,1,31,-70,-126,36,70,-132,-49,-70
78,0,0,0,-5,-34,70,-2,13,-70,-126,2,70,-108,-51,-70
85,0,0,0,-7,6,70,-13,-34,-70,-127,-46,70,-126,17,-70
92,0,0,0,-4,10,70,-16,-26,-70,-120,-68,70,-131,20,-70
99,0,0,0,-10,-40,70,-8,23,-70,-124,-14,70,-141,-31,-70
106,0,0,0,-11,-65,70,-2,40,-70,-130,16,70,-132,-60,-70
113,0,0,0,-7,-28,70,-22,16,-70,-132,-21,70,-115,-21,-70
