29,0,0,0,67,3,-70,-8,-14,70,-90,63,-70,-107,3,70
36,0,0,0,88,4,-70,-3,-41,70,-107,-11,-70,-98,38,70
43,0,0,0,86,10,-70,-2,-30,70,-114,-19,-70,-93,78,70
50,0,0,0,87,4,-70,12,22,70,-111,18,-70,-81,35,70
57,0,0,0,90,-4,-70,-3,40,70,-103,58,-70,-95,-31,70
64,0,0,0,85,5,-70,-3,34,70,-94,87,-70,-108,-12,70
71,0,0,0,82,-1,-70,-5,-24,70,-111,20,-70,-121,29,70
78,0,0,0,87,-2,-70,14,-38,70,-107,-44,-70,-109,61,70
85,0,0,0,87,-2,-70,0,-11,70,-115,-7,-70,-79,69,70
92,0,0,0,89,-8,-70,-7,40,70,-110,43,-70,-104,5,70
99,0,0,0,82,-10,-70,-8,56,70,-101,73,-70,-104,-28,70
106,0,0,0,85,2,-70,-8,41,70,-91,56,-70,-110,15,70
