29,0,0,0,-4,27,70,-10,-55,-70,-118,-42,70,-115,-29,-70
36,0,0,0,19,48,70,-8,-91,-70,-117,-70,70,-123,20,-70
43,0,0,0,-7,3,70,-9,-21,-70,-98,-32,70,-119,-23,-70
50,0,0,0,-2,-53,70,17,37,-70,-100,24,70,-110,-67,-70
57,0,0,0,-12,-39,70,-4,14,-70,-116,-5,70,-102,-59,-70
64,0,0,0,-5,17,70,-5,-45,-70,-126,-51,70,-132,24,-70
71,0,0,0,-1,13,70,-11,-35,-70,-106,-66,70,-121,16,-70
78,0,0,0,-11,-51,70,-2,30,-70,-109,-1,70,-120,-32,-70
85,0,0,0,-10,-80,70,14,45,-70,-122,12,70,-117,-69,-70
92,0,0,0,-6,-9,70,-9,8,-70,-111,-33,70,-98,-5,-70
