43,0,0,0,-2,36,70,-18,-52,-70,-88,-28,70,-79,-26,-70
50,0,0,0,8,52,70,-20,-66,-70,-91,-62,70,-97,19,-70
57,0,0,0,-6,12,70,-15,-19,-70,-73,-34,70,-83,-15,-70
64,0,0,0,-3,-43,70,15,40,-70,-84,18,70,-93,-50,-70
71,0,0,0,-10,-53,70,12,30,-70,-82,12,70,-77,-80,-70
78,0,0,0,-10,19,70,-19,-16,-70,-100,-15,70,-96,-25,-70
85,0,0,0,17,47,70,-18,-48,-70,-95,-56,70,-98,32,-70
92,0,0,0,-5,21,70,-27,-20,-70,-82,-47,70,-97,15,-70
99,0,0,0,-9,-39,70,-1,52,-70,-88,2,70,-96,-27,-70
106,0,0,0,-10,-67,70,11,64,-70,-87,20,70,-85,-58,-70
113,0,0,0,29,-6,70,-15,15,-70,-92,-14,70,-77,-27,-70
