43,0,0,0,-4,-53,70,-3,13,-70,-85,23,70,-87,-65,-70
50,0,0,0,-9,-46,70,-14,-12,-70,-90,0,70,-82,-71,-70
57,0,0,0,-7,33,70,-20,-37,-70,-99,-29,70,-99,-7,-70
64,0,0,0,6,39,70,-21,-48,-70,-81,-63,70,-88,17,-70
71,0,0,0,-7,-4,70,-13,-10,-70,-74,-37,70,-92,-16,-70
78,0,0,0,-1,-43,70,9,40,-70,-88,17,70,-87,-50,-70
85,0,0,0,-10,-39,70,0,29,-70,-87,15,70,-77,-68,-70
92,0,0,0,-8,15,70,-20,-15,-70,-91,-30,70,-85,-9,-70
99,0,0,0,11,34,70,-22,-31,-70,-94,-64,70,-95,35,-70
106,0,0,0,-15,-34,70,-21,5,-70,-79,-49,70,-93,0,-70
113,0,0,0,-11,-48,70,6,57,-70,-93,6,70,-100,-32,-70
