43,0,0,0,-7,39,70,-18,-57,-70,-100,-47,70,-100,1,-70
50,0,0,0,-5,31,70,-22,-50,-70,-91,-68,70,-96,10,-70
57,0,0,0,-17,-40,70,-13,2,-70,-86,-27,70,-97,-20,-70
64,0,0,0,-11,-45,70,7,35,-70,-90,23,70,-95,-53,-70
71,0,0,0,-11,-39,70,-6,8,-70,-92,9,70,-79,-70,-70
78,0,0,0,-8,20,70,-20,-35,-70,-91,-27,70,-83,-12,-70
85,0,0,0,2,35,70,-23,-43,-70,-90,-54,70,-103,29,-70
92,0,0,0,-5,6,70,-18,-2,-70,-79,-52,70,-100,-1,-70
99,0,0,0,-10,-30,70,2,53,-70,-97,4,70,-100,-33,-70
106,0,0,0,-10,-46,70,-2,54,-70,-95,25,70,-89,-60,-70
113,0,0,0,-15,-26,70,-13,6,-70,-95,-10,70,-78,-26,-70
120,0,0,0,-2,13,70,-26,-18,-70,-103,-40,70,-99,27,-70
