92,0,0,0,-14,-26,70,-14,-37,-70,-105,-11,70,-94,-51,-70
99,0,0,0,5,40,70,-13,-56,-70,-101,-35,70,-102,3,-70
106,0,0,0,13,33,70,-11,-55,-70,-95,-58,70,-99,6,-70
113,0,0,0,-13,-17,70,-14,-21,-70,-89,-29,70,-90,-24,-70
120,0,0,0,-10,-42,70,2,11,-70,-92,19,70,-89,-48,-70
127,0,0,0,-14,-36,70,-7,-2,-70,-98,8,70,-95,-58,-70
134,0,0,0,-1,22,70,-13,-35,-70,-97,-24,70,-96,-3,-70
141,0,0,0,13,32,70,-17,-44,-70,-100,-53,70,-99,22,-70
148,0,0,0,-12,-13,70,-19,-17,-70,-79,-39,70,-92,-4,-70
155,0,0,0,1,-46,70,-2,33,-70,-83,3,70,-92,-31,-70
162,0,0,0,-3,-60,70,0,42,-70,-92,14,70,-94,-57,-70
169,0,0,0,-14,-35,70,-9,8,-70,-96,-15,70,-84,-29,-70
176,0,0,0,10,7,70,-5,-26,-70,-98,-47,70,-93,21,-70
183,0,0,0,-1,4,70,-19,-29,-70,-95,-65,70,-103,14,-70
