64,0,0,0,4,32,-70,-9,-5,70,-97,64,-70,-115,22,70
71,0,0,0,-1,81,-70,-5,-21,70,-116,-14,-70,-119,60,70
78,0,0,0,-16,45,-70,-12,-5,70,-109,-5,-70,-94,53,70
85,0,0,0,3,-23,-70,-16,40,70,-123,40,-70,-115,-8,70
92,0,0,0,13,-35,-70,-11,42,70,-110,74,-70,-113,-24,70
99,0,0,0,-11,14,-70,-9,22,70,-104,23,-70,-126,17,70
106,0,0,0,6,49,-70,4,-7,70,-110,-31,-70,-105,58,70
113,0,0,0,-16,8,-70,-8,13,70,-125,4,-70,-101,52,70
120,0,0,0,8,-42,-70,-10,57,70,-131,46,-70,-123,-7,70
127,0,0,0,9,-39,-70,-9,59,70,-105,70,-70,-118,-9,70
134,0,0,0,-8,3,-70,-14,22,70,-109,15,-70,-120,33,70
