43,0,0,0,-3,26,70,-23,-63,-70,-112,-62,70,-116,0,-70
50,0,0,0,-10,3,70,-18,-42,-70,-90,-45,70,-114,-22,-70
57,0,0,0,-12,-42,70,-6,-8,-70,-104,6,70,-117,-52,-70
64,0,0,0,-15,-40,70,-6,-15,-70,-105,8,70,-108,-73,-70
71,0,0,0,-8,9,70,-17,-44,-70,-108,-25,70,-104,-48,-70
78,0,0,0,3,19,70,-17,-46,-70,-109,-54,70,-112,10,-70
85,0,0,0,-15,-3,70,-22,-31,-70,-100,-57,70,-119,-11,-70
92,0,0,0,-13,-38,70,-6,13,-70,-103,-5,70,-115,-37,-70
99,0,0,0,-12,-39,70,-5,17,-70,-113,9,70,-121,-73,-70
106,0,0,0,-17,-28,70,-16,-18,-70,-111,-21,70,-96,-53,-70
113,0,0,0,2,3,70,-17,-33,-70,-113,-54,70,-112,12,-70
120,0,0,0,-15,-38,70,-17,-22,-70,-91,-70,70,-106,11,-70
127,0,0,0,-18,-41,70,-12,25,-70,-93,-31,70,-114,-23,-70
134,0,0,0,-12,-60,70,2,44,-70,-104,12,70,-113,-54,-70
141,0,0,0,-15,-49,70,-10,12,-70,-104,-13,70,-98,-53,-70
