22,0,0,0,-4,24,70,-17,-56,-70,-108,-42,70,-110,-29,-70
29,0,0,0,9,33,70,-22,-63,-70,-102,-63,70,-111,5,-70
36,0,0,0,-20,-20,70,-17,-26,-70,-85,-34,70,-107,-24,-70
43,0,0,0,-20,-47,70,4,5,-70,-98,21,70,-107,-61,-70
50,0,0,0,-20,-41,70,-10,-17,-70,-103,-3,70,-100,-79,-70
57,0,0,0,-1,9,70,-13,-49,-70,-105,-46,70,-104,-15,-70
64,0,0,0,12,13,70,-11,-35,-70,-90,-75,70,-103,12,-70
71,0,0,0,-28,-33,70,-10,14,-70,-87,-36,70,-105,-22,-70
78,0,0,0,-5,-56,70,11,39,-70,-97,20,70,-105,-64,-70
85,0,0,0,-16,-37,70,-9,13,-70,-104,-8,70,-94,-48,-70
92,0,0,0,13,-2,70,-9,-15,-70,-105,-50,70,-105,21,-70
99,0,0,0,13,-7,70,-12,-10,-70,-83,-74,70,-100,12,-70
