50,0,0,0,-7,35,70,-13,-58,-70,-97,-26,70,-94,-32,-70
57,0,0,0,3,44,70,-14,-55,-70,-93,-53,70,-90,17,-70
64,0,0,0,-10,15,70,-16,-27,-70,-78,-55,70,-91,1,-70
71,0,0,0,-9,-43,70,0,15,-70,-85,-17,70,-97,-27,-70
78,0,0,0,-10,-43,70,5,30,-70,-92,27,70,-99,-55,-70
85,0,0,0,-12,-39,70,-18,-7,-70,-94,7,70,-86,-70,-70
92,0,0,0,-9,28,70,-24,-35,-70,-99,-19,70,-90,-13,-70
99,0,0,0,1,42,70,-23,-30,-70,-94,-50,70,-98,36,-70
106,0,0,0,-11,5,70,-28,-9,-70,-86,-64,70,-102,10,-70
113,0,0,0,-9,-33,70,-8,39,-70,-90,-18,70,-103,-21,-70
120,0,0,0,-11,-46,70,0,51,-70,-85,26,70,-100,-55,-70
127,0,0,0,-8,-34,70,-12,23,-70,-89,7,70,-85,-57,-70
134,0,0,0,-15,-25,70,-17,-13,-70,-101,-33,70,-97,-6,-70
141,0,0,0,-1,14,70,-25,-13,-70,-99,-57,70,-96,36,-70
