15,0,0,0,-12,75,-70,-2,-29,70,-120,-1,-70,-115,75,70
22,0,0,0,-21,41,-70,-18,-8,70,-131,34,-70,-105,50,70
29,0,0,0,-15,-2,-70,-19,25,70,-139,78,-70,-130,-26,70
36,0,0,0,-14,14,-70,-27,34,70,-114,83,-70,-131,14,70
43,0,0,0,-31,46,-70,-15,-14,70,-136,6,-70,-133,54,70
50,0,0,0,-30,57,-70,-11,-10,70,-135,-16,-70,-122,85,70
57,0,0,0,-24,7,-70,-25,40,70,-136,30,-70,-113,42,70
64,0,0,0,7,-34,-70,-17,52,70,-130,67,-70,-117,-22,70
71,0,0,0,-6,-16,-70,-8,24,70,-98,51,-70,-115,9,70
78,0,0,0,-19,38,-70,-2,-10,70,-130,-17,-70,-128,57,70
85,0,0,0,-15,37,-70,-9,9,70,-120,-9,-70,-106,86,70
92,0,0,0,-9,-24,-70,-17,53,70,-119,38,-70,-99,40,70
