50,0,0,0,-9,25,70,77,-13,-70,-109,-31,70,-107,-24,-70
57,0,0,0,7,31,70,83,-11,-70,-101,-64,70,-108,8,-70
64,0,0,0,-12,-15,70,80,-12,-70,-95,-38,70,-117,-22,-70
71,0,0,0,-23,-45,70,77,-4,-70,-109,21,70,-120,-59,-70
78,0,0,0,-26,-41,70,77,-8,-70,-108,0,70,-108,-75,-70
85,0,0,0,-8,9,70,76,-3,-70,-114,-35,70,-111,-11,-70
92,0,0,0,13,14,70,84,-2,-70,-100,-72,70,-113,21,-70
99,0,0,0,-14,-8,70,81,0,-70,-91,-35,70,-117,-17,-70
106,0,0,0,-14,-63,70,79,1,-70,-105,16,70,-117,-59,-70
113,0,0,0,-17,-56,70,81,0,-70,-112,-4,70,-105,-67,-70
120,0,0,0,-24,-6,70,73,-1,-70,-118,-42,70,-116,-4,-70
