36,0,0,0,-13,22,70,97,-28,-70,-104,-21,70,-95,-33,-70
43,0,0,0,9,51,70,96,-20,-70,-93,-55,70,-93,15,-70
50,0,0,0,-10,25,70,98,-24,-70,-86,-55,70,-105,-4,-70
57,0,0,0,-17,-41,70,94,-15,-70,-96,-1,70,-101,-37,-70
64,0,0,0,-11,-7,70,96,-8,-70,-95,26,70,-88,-65,-70
71,0,0,0,-13,-18,70,97,-15,-70,-98,-8,70,-84,-41,-70
78,0,0,0,-14,21,70,93,-6,-70,-105,-41,70,-103,14,-70
85,0,0,0,-3,25,70,95,-8,-70,-90,-69,70,-99,18,-70
92,0,0,0,-12,1,70,94,-1,-70,-88,-28,70,-111,-12,-70
99,0,0,0,-17,-45,70,95,8,-70,-96,20,70,-98,-46,-70
106,0,0,0,-17,-48,70,95,1,-70,-95,6,70,-90,-56,-70
113,0,0,0,-11,6,70,88,3,-70,-107,-28,70,-104,-1,-70
