22,0,0,0,-6,17,-70,66,-13,70,-129,60,-70,-122,-27,70
29,0,0,0,-10,33,-70,69,-11,70,-121,79,-70,-130,1,70
36,0,0,0,-12,63,-70,62,-8,70,-136,1,-70,-134,46,70
43,0,0,0,-17,75,-70,46,-10,70,-141,-12,-70,-127,82,70
50,0,0,0,-21,17,-70,20,-7,70,-152,34,-70,-132,25,70
57,0,0,0,9,-35,-70,16,4,70,-130,76,-70,-129,-27,70
64,0,0,0,-6,-9,-70,5,6,70,-122,39,-70,-144,10,70
71,0,0,0,0,34,-70,16,-16,70,-137,-34,-70,-136,53,70
78,0,0,0,-12,28,-70,-12,-9,70,-142,-6,-70,-128,67,70
85,0,0,0,-10,16,-70,-21,47,70,-145,39,-70,-128,11,70
92,0,0,0,-16,-12,-70,-11,71,70,-129,70,-70,-134,-24,70
99,0,0,0,-15,-3,-70,-18,34,70,-122,22,-70,-147,16,70
