8,0,0,0,-12,11,-70,-12,-20,70,-114,32,-70,-100,-10,70
15,0,0,0,-3,-12,-70,-13,7,70,-110,61,-70,-106,-40,70
22,0,0,0,-7,24,-70,-13,-7,70,-94,75,-70,-109,7,70
29,0,0,0,-17,45,-70,-16,-35,70,-119,-6,-70,-117,38,70
36,0,0,0,-23,50,-70,-20,-29,70,-124,-29,-70,-107,70,70
43,0,0,0,-22,14,-70,-17,5,70,-125,21,-70,-96,35,70
50,0,0,0,-8,-34,-70,-9,22,70,-124,54,-70,-118,-43,70
57,0,0,0,-12,-23,-70,-16,23,70,-104,70,-70,-117,-18,70
64,0,0,0,-19,14,-70,-14,4,70,-121,-6,-70,-125,31,70
71,0,0,0,-13,30,-70,-3,-25,70,-108,-47,-70,-98,69,70
78,0,0,0,-16,2,-70,-10,21,70,-116,3,-70,-82,68,70
85,0,0,0,1,-45,-70,-11,44,70,-119,47,-70,-112,-8,70
