15,0,0,0,-21,31,-70,-20,8,70,-121,77,-70,-132,3,70
22,0,0,0,-27,59,-70,-16,-24,70,-135,19,-70,-130,46,70
29,0,0,0,-20,63,-70,-6,-21,70,-128,-9,-70,-127,72,70
36,0,0,0,-26,24,-70,-19,5,70,-137,20,-70,-110,52,70
43,0,0,0,4,-22,-70,-15,31,70,-128,53,-70,-120,-24,70
50,0,0,0,-16,-3,-70,-30,35,70,-127,86,-70,-138,5,70
57,0,0,0,-19,35,-70,-12,-12,70,-118,22,-70,-130,43,70
64,0,0,0,-25,54,-70,-3,-11,70,-129,-18,-70,-125,82,70
71,0,0,0,-27,17,-70,-18,10,70,-135,15,-70,-109,62,70
78,0,0,0,-2,-37,-70,-14,45,70,-126,49,-70,-116,-15,70
85,0,0,0,-1,-35,-70,-7,48,70,-113,75,-70,-112,-1,70
92,0,0,0,-14,6,-70,-11,23,70,-110,29,-70,-124,45,70
99,0,0,0,-15,29,-70,11,-4,70,-118,-30,-70,-115,68,70
106,0,0,0,-21,9,-70,-12,23,70,-124,10,-70,-97,71,70
