29,0,0,0,-12,9,-70,-16,30,70,-97,78,-70,-103,-7,70
36,0,0,0,-14,28,-70,-14,-32,70,-111,7,-70,-109,26,70
43,0,0,0,-14,43,-70,-3,-39,70,-116,-32,-70,-101,63,70
50,0,0,0,-16,24,-70,-12,-9,70,-123,12,-70,-89,47,70
57,0,0,0,-4,-23,-70,-2,30,70,-111,59,-70,-103,-23,70
64,0,0,0,-4,-32,-70,-8,23,70,-101,78,-70,-109,-26,70
71,0,0,0,-16,7,-70,-10,29,70,-104,25,-70,-121,26,70
78,0,0,0,-12,26,-70,-5,-20,70,-106,-44,-70,-105,63,70
85,0,0,0,-23,13,-70,-16,-4,70,-122,-6,-70,-95,76,70
92,0,0,0,0,-36,-70,0,36,70,-111,42,-70,-105,1,70
99,0,0,0,0,-42,-70,-5,55,70,-94,71,-70,-109,-21,70
