43,0,0,0,-15,21,-70,-22,-11,70,-142,35,-70,-115,28,70
50,0,0,0,22,-39,-70,-19,42,70,-142,86,-70,-126,-38,70
57,0,0,0,-15,-2,-70,-29,38,70,-131,66,-70,-140,12,70
64,0,0,0,-12,82,-70,8,-48,70,-139,-34,-70,-135,66,70
71,0,0,0,-4,60,-70,2,-32,70,-140,-7,-70,-109,62,70
78,0,0,0,-1,-53,-70,-16,39,70,-146,47,-70,-135,-24,70
85,0,0,0,32,-53,-70,-7,67,70,-120,85,-70,-133,-7,70
92,0,0,0,-21,20,-70,-14,-8,70,-139,-1,-70,-145,47,70
99,0,0,0,-5,70,-70,14,-26,70,-137,-25,-70,-125,88,70
106,0,0,0,-17,-9,-70,-17,25,70,-148,16,-70,-118,33,70
