64,0,0,0,-12,-35,70,70,-12,-70,-110,-16,70,-115,-30,-70
71,0,0,0,-3,-42,70,73,-3,-70,-97,26,70,-102,-66,-70
78,0,0,0,-4,-33,70,77,-4,-70,-106,-5,70,-89,-39,-70
85,0,0,0,10,34,70,74,2,-70,-103,-42,70,-108,21,-70
92,0,0,0,-1,21,70,72,3,-70,-94,-47,70,-110,12,-70
99,0,0,0,-1,-40,70,80,8,-70,-90,2,70,-104,-28,-70
106,0,0,0,3,-65,70,79,8,-70,-93,20,70,-92,-65,-70
113,0,0,0,-6,-29,70,76,9,-70,-107,-15,70,-89,-11,-70
120,0,0,0,14,23,70,69,10,-70,-110,-55,70,-109,35,-70
127,0,0,0,14,-5,70,68,10,-70,-91,-45,70,-113,3,-70
