36,0,0,0,-20,56,-70,-22,-13,70,-115,49,-70,-119,21,70
43,0,0,0,-24,74,-70,-17,-17,70,-135,-8,-70,-125,59,70
50,0,0,0,-23,46,-70,-29,8,70,-137,25,-70,-119,67,70
57,0,0,0,-20,36,-70,-30,11,70,-150,54,-70,-139,16,70
64,0,0,0,-7,32,-70,-23,4,70,-134,77,-70,-140,-4,70
71,0,0,0,-18,17,-70,-34,0,70,-129,59,-70,-142,32,70
78,0,0,0,-9,14,-70,-11,-16,70,-137,-19,-70,-136,69,70
85,0,0,0,-20,7,-70,-28,3,70,-144,4,-70,-120,70,70
92,0,0,0,-21,10,-70,-36,41,70,-144,44,-70,-129,10,70
99,0,0,0,-25,11,-70,-22,53,70,-130,73,-70,-127,-8,70
106,0,0,0,-23,0,-70,-26,41,70,-121,46,-70,-133,21,70
113,0,0,0,-20,1,-70,-14,-8,70,-139,-24,-70,-131,57,70
120,0,0,0,-17,-5,-70,-28,37,70,-141,-1,-70,-113,79,70
127,0,0,0,-13,-12,-70,-18,50,70,-127,28,-70,-120,11,70
134,0,0,0,-24,2,-70,-25,75,70,-126,75,-70,-126,-1,70
