50,0,0,0,1,27,70,-17,-66,-70,-108,-51,70,-111,-5,-70
57,0,0,0,-7,19,70,-27,-53,-70,-99,-64,70,-109,-5,-70
64,0,0,0,-20,-41,70,-8,-7,-70,-102,-18,70,-115,-36,-70
71,0,0,0,-19,-48,70,4,15,-70,-104,22,70,-114,-68,-70
78,0,0,0,-10,-34,70,-10,-20,-70,-104,-8,70,-98,-62,-70
85,0,0,0,6,16,70,-14,-42,-70,-109,-46,70,-112,7,-70
92,0,0,0,7,12,70,-17,-31,-70,-89,-68,70,-106,12,-70
99,0,0,0,-13,-31,70,-5,15,-70,-92,-28,70,-105,-30,-70
106,0,0,0,-7,-55,70,10,42,-70,-104,21,70,-106,-63,-70
113,0,0,0,-14,-29,70,-8,8,-70,-98,-10,70,-95,-52,-70
120,0,0,0,7,0,70,-14,-19,-70,-105,-45,70,-111,13,-70
127,0,0,0,3,-23,70,-7,-16,-70,-88,-75,70,-101,13,-70
