22,0,0,0,20,-24,-70,1,37,70,-126,70,-70,-110,-32,70
29,0,0,0,-11,14,-70,-9,32,70,-124,60,-70,-128,7,70
36,0,0,0,-14,61,-70,-7,-30,70,-137,-18,-70,-131,45,70
43,0,0,0,-16,67,-70,-8,-27,70,-136,3,-70,-112,60,70
50,0,0,0,-18,5,-70,-11,-5,70,-133,40,-70,-116,-2,70
57,0,0,0,7,-32,-70,-16,3,70,-124,76,-70,-122,-15,70
64,0,0,0,-11,18,-70,-6,-10,70,-121,19,-70,-132,31,70
71,0,0,0,-8,45,-70,-5,-17,70,-128,-32,-70,-126,62,70
78,0,0,0,-23,21,-70,-24,5,70,-138,12,-70,-112,50,70
85,0,0,0,0,-42,-70,-17,47,70,-131,55,-70,-130,-14,70
92,0,0,0,1,-34,-70,-21,49,70,-118,60,-70,-132,5,70
99,0,0,0,-14,19,-70,-23,28,70,-128,-12,-70,-137,46,70
