50,0,0,0,31,0,70,27,0,-70,-88,-41,70,-113,-20,-70
57,0,0,0,26,0,70,34,1,-70,-101,12,70,-112,-52,-70
64,0,0,0,24,5,70,30,2,-70,-104,15,70,-107,-77,-70
71,0,0,0,23,2,70,31,1,-70,-106,-18,70,-99,-35,-70
78,0,0,0,23,-1,70,30,1,-70,-108,-60,70,-115,14,-70
85,0,0,0,28,1,70,24,1,-70,-95,-46,70,-117,-11,-70
92,0,0,0,35,0,70,33,2,-70,-101,1,70,-120,-50,-70
99,0,0,0,39,4,70,36,6,-70,-99,7,70,-99,-75,-70
106,0,0,0,30,1,70,27,3,-70,-115,-28,70,-105,-33,-70
113,0,0,0,-23,-9,70,37,11,-70,-98,-68,70,-102,28,-70
120,0,0,0,-22,-4,70,37,9,-70,-82,-60,70,-107,-3,-70
127,0,0,0,35,5,70,27,7,-70,-101,2,70,-116,-38,-70
