29,0,0,0,-3,26,-70,-10,-5,70,-85,70,-70,-99,6,70
36,0,0,0,-14,42,-70,-9,-43,70,-110,-14,-70,-109,30,70
43,0,0,0,-7,54,-70,-4,-38,70,-108,-26,-70,-96,73,70
50,0,0,0,-6,19,-70,-9,8,70,-115,23,-70,-89,41,70
57,0,0,0,11,-36,-70,2,29,70,-106,61,-70,-96,-45,70
64,0,0,0,2,-23,-70,-9,21,70,-94,89,-70,-106,-21,70
71,0,0,0,-10,11,-70,-11,-1,70,-110,20,-70,-118,32,70
78,0,0,0,-5,38,-70,6,-24,70,-100,-50,-70,-96,64,70
85,0,0,0,-15,18,-70,-14,-3,70,-111,-2,-70,-85,72,70
92,0,0,0,-3,-37,-70,-10,47,70,-119,47,-70,-98,-5,70
99,0,0,0,12,-41,-70,-6,58,70,-92,86,-70,-104,-25,70
