29,0,0,0,-12,14,-70,58,-16,70,-131,57,-70,-122,-6,70
36,0,0,0,-10,0,-70,55,-12,70,-131,92,-70,-129,-16,70
43,0,0,0,-25,46,-70,60,-8,70,-121,59,-70,-134,27,70
50,0,0,0,-20,80,-70,60,-5,70,-132,-21,-70,-126,63,70
57,0,0,0,-31,45,-70,62,-2,70,-138,12,-70,-106,71,70
64,0,0,0,-5,-28,-70,57,-7,70,-138,50,-70,-133,-10,70
71,0,0,0,-3,-31,-70,63,0,70,-119,78,-70,-124,-15,70
78,0,0,0,-28,21,-70,54,3,70,-126,24,-70,-143,36,70
85,0,0,0,-23,53,-70,56,1,70,-133,-31,-70,-126,72,70
92,0,0,0,-24,9,-70,81,17,70,-136,15,-70,-107,70,70
99,0,0,0,2,-49,-70,94,31,70,-131,46,-70,-126,-10,70
106,0,0,0,-10,-43,-70,79,34,70,-126,71,-70,-126,-3,70
113,0,0,0,-29,12,-70,72,45,70,-123,15,-70,-143,43,70
