36,0,0,0,-1,-44,70,-11,-23,-70,-131,-6,70,-113,-63,-70
43,0,0,0,-28,-1,70,-18,-76,-70,-143,-39,70,-141,10,-70
50,0,0,0,-24,5,70,-4,-66,-70,-115,-49,70,-132,4,-70
57,0,0,0,-5,-18,70,2,-7,-70,-120,-4,70,-127,-28,-70
64,0,0,0,19,3,70,24,14,-70,-119,18,70,-122,-55,-70
71,0,0,0,18,4,70,29,3,-70,-124,-16,70,-113,-47,-70
78,0,0,0,16,0,70,29,1,-70,-128,-47,70,-132,15,-70
85,0,0,0,7,0,70,13,1,-70,-128,-63,70,-140,5,-70
92,0,0,0,6,2,70,33,21,-70,-114,-3,70,-129,-29,-70
99,0,0,0,-14,-33,70,13,26,-70,-136,19,70,-133,-68,-70
106,0,0,0,-9,-13,70,-13,3,-70,-133,-10,70,-116,-22,-70
113,0,0,0,-27,-30,70,-14,-39,-70,-135,-56,70,-135,35,-70
120,0,0,0,-14,-26,70,-21,-20,-70,-108,-60,70,-131,-6,-70
