22,0,0,0,-21,29,-70,-19,7,70,-131,48,-70,-111,27,70
29,0,0,0,13,-17,-70,-1,35,70,-108,80,-70,-113,-30,70
36,0,0,0,-23,15,-70,-28,31,70,-114,68,-70,-126,13,70
43,0,0,0,-17,53,-70,2,-26,70,-121,-30,-70,-116,65,70
50,0,0,0,-17,45,-70,-2,-9,70,-125,-4,-70,-97,74,70
57,0,0,0,0,-25,-70,-12,38,70,-129,46,-70,-116,-4,70
64,0,0,0,8,-39,-70,-12,59,70,-111,86,-70,-116,-13,70
71,0,0,0,-28,11,-70,-21,37,70,-125,29,-70,-135,36,70
78,0,0,0,-16,39,-70,13,-7,70,-118,-35,-70,-116,78,70
85,0,0,0,-19,6,-70,-21,44,70,-122,13,-70,-91,74,70
