50,0,0,0,-7,-45,70,5,3,-70,-97,20,70,-113,-63,-70
57,0,0,0,-16,-36,70,-3,-16,-70,-91,1,70,-105,-80,-70
64,0,0,0,-4,18,70,-10,-46,-70,-100,-24,70,-93,-28,-70
71,0,0,0,8,24,70,-15,-58,-70,-101,-59,70,-109,3,-70
78,0,0,0,-18,-18,70,-20,-31,-70,-92,-45,70,-114,-20,-70
85,0,0,0,-17,-40,70,1,9,-70,-101,10,70,-114,-50,-70
92,0,0,0,-21,-41,70,-5,-2,-70,-100,5,70,-107,-78,-70
99,0,0,0,-8,-2,70,-13,-33,-70,-102,-26,70,-96,-29,-70
106,0,0,0,14,14,70,-13,-37,-70,-94,-62,70,-104,20,-70
113,0,0,0,-18,-31,70,-14,-5,-70,-88,-48,70,-112,-12,-70
120,0,0,0,-10,-55,70,7,38,-70,-95,6,70,-114,-52,-70
127,0,0,0,-7,-51,70,1,28,-70,-95,4,70,-98,-68,-70
134,0,0,0,-19,-39,70,-12,-8,-70,-109,-35,70,-98,-22,-70
