29,0,0,0,8,-20,-70,-1,34,70,-134,57,-70,-125,-14,70
36,0,0,0,19,-28,-70,-3,34,70,-126,92,-70,-127,-23,70
43,0,0,0,-20,45,-70,-16,-16,70,-129,42,-70,-140,22,70
50,0,0,0,-8,88,-70,16,-39,70,-132,-31,-70,-131,80,70
57,0,0,0,-21,35,-70,-10,-15,70,-143,11,-70,-116,49,70
64,0,0,0,11,-53,-70,-22,42,70,-139,60,-70,-130,-31,70
71,0,0,0,7,-41,-70,-17,54,70,-123,82,-70,-135,-4,70
78,0,0,0,-20,34,-70,-14,-12,70,-136,-4,-70,-141,47,70
85,0,0,0,-7,65,-70,4,-26,70,-140,-21,-70,-126,83,70
92,0,0,0,-17,-13,-70,-12,23,70,-140,26,-70,-119,35,70
