22,0,0,0,-4,34,-70,69,-15,70,-88,85,-70,-99,-3,70
29,0,0,0,-6,48,-70,67,-18,70,-111,2,-70,-106,37,70
36,0,0,0,1,58,-70,73,-14,70,-101,-36,-70,-91,72,70
43,0,0,0,-16,33,-70,69,-10,70,-119,6,-70,-86,49,70
50,0,0,0,-1,-35,-70,62,-9,70,-118,52,-70,-103,-31,70
57,0,0,0,8,-43,-70,69,-1,70,-93,81,-70,-106,-24,70
64,0,0,0,-12,3,-70,64,-2,70,-114,18,-70,-126,25,70
71,0,0,0,-12,34,-70,69,-4,70,-103,-56,-70,-105,69,70
78,0,0,0,-11,23,-70,71,11,70,-109,-2,-70,-87,83,70
85,0,0,0,-11,-45,-70,91,22,70,-116,39,-70,-109,1,70
