64,0,0,0,-3,-45,70,-4,-26,-70,-105,22,70,-111,-77,-70
71,0,0,0,-5,-36,70,1,-14,-70,-103,-7,70,-95,-41,-70
78,0,0,0,14,49,70,6,-6,-70,-100,-40,70,-104,15,-70
85,0,0,0,13,32,70,6,-9,-70,-85,-48,70,-96,5,-70
92,0,0,0,7,-7,70,0,-13,-70,-91,0,70,-104,-35,-70
99,0,0,0,1,-47,70,2,-16,-70,-97,15,70,-96,-66,-70
106,0,0,0,9,-2,70,-2,-4,-70,-105,-11,70,-89,-11,-70
113,0,0,0,17,42,70,4,0,-70,-90,-51,70,-97,33,-70
120,0,0,0,10,7,70,5,1,-70,-69,-41,70,-86,4,-70
127,0,0,0,-8,-52,70,-2,6,-70,-81,2,70,-97,-29,-70
134,0,0,0,-1,-71,70,-1,7,-70,-88,8,70,-86,-48,-70
141,0,0,0,-10,-31,70,0,9,-70,-97,-27,70,-88,6,-70
