22,0,0,0,-2,25,70,-2,-49,-70,-124,-42,70,-125,-8,-70
29,0,0,0,-1,33,70,-6,-37,-70,-112,-60,70,-125,4,-70
36,0,0,0,-6,-20,70,-16,-27,-70,-118,-13,70,-129,-37,-70
43,0,0,0,0,-42,70,-15,-26,-70,-108,19,70,-116,-69,-70
50,0,0,0,1,-35,70,-7,-19,-70,-120,-7,70,-109,-50,-70
57,0,0,0,3,21,70,6,-32,-70,-125,-42,70,-123,11,-70
64,0,0,0,-3,5,70,3,-24,-70,-110,-66,70,-121,6,-70
71,0,0,0,-7,-23,70,23,17,-70,-104,-13,70,-129,-28,-70
78,0,0,0,-10,-54,70,31,24,-70,-124,21,70,-124,-64,-70
85,0,0,0,-11,-5,70,21,15,-70,-130,-13,70,-116,-40,-70
92,0,0,0,1,-13,70,23,10,-70,-130,-52,70,-128,34,-70
99,0,0,0,-8,-12,70,17,11,-70,-109,-64,70,-130,9,-70
