22,0,0,0,-6,9,-70,-21,24,70,-138,53,-70,-129,-9,70
29,0,0,0,3,-14,-70,-8,33,70,-133,76,-70,-128,-23,70
36,0,0,0,-11,43,-70,-16,-14,70,-130,34,-70,-130,18,70
43,0,0,0,-13,66,-70,-4,-34,70,-136,-26,-70,-128,56,70
50,0,0,0,-25,37,-70,-20,-15,70,-149,12,-70,-116,47,70
57,0,0,0,-3,-31,-70,-11,30,70,-141,49,-70,-129,-19,70
64,0,0,0,-1,-29,-70,-21,41,70,-130,77,-70,-132,-7,70
71,0,0,0,-19,21,-70,-18,-5,70,-137,9,-70,-140,37,70
78,0,0,0,-15,47,-70,-5,-24,70,-134,-26,-70,-129,72,70
85,0,0,0,-18,11,-70,-26,31,70,-141,20,-70,-113,46,70
92,0,0,0,0,-40,-70,-14,54,70,-139,56,-70,-128,-23,70
99,0,0,0,-6,-30,-70,-15,55,70,-111,59,-70,-127,8,70
106,0,0,0,-18,18,-70,-14,3,70,-135,-12,-70,-135,50,70
