71,0,0,0,-7,-52,70,-4,-19,-70,-99,3,70,-100,-84,-70
78,0,0,0,-6,23,70,-9,-41,-70,-94,-23,70,-86,-15,-70
85,0,0,0,17,42,70,-14,-55,-70,-87,-55,70,-101,13,-70
92,0,0,0,-1,9,70,-21,-34,-70,-84,-28,70,-98,-12,-70
99,0,0,0,0,-38,70,0,10,-70,-91,21,70,-103,-46,-70
106,0,0,0,-2,-37,70,-1,5,-70,-87,10,70,-88,-64,-70
113,0,0,0,-8,14,70,-16,-28,-70,-99,-28,70,-95,-3,-70
120,0,0,0,12,39,70,-19,-40,-70,-92,-56,70,-100,26,-70
127,0,0,0,3,1,70,-15,-9,-70,-72,-30,70,-94,-5,-70
134,0,0,0,0,-56,70,7,34,-70,-79,13,70,-92,-39,-70
141,0,0,0,-9,-62,70,-7,20,-70,-91,2,70,-89,-51,-70
148,0,0,0,-8,-6,70,-9,-15,-70,-97,-36,70,-97,1,-70
