15,0,0,0,-1,47,-70,8,-11,70,-127,26,-70,-107,32,70
22,0,0,0,20,-2,-70,24,-11,70,-124,64,-70,-113,-26,70
29,0,0,0,21,2,-70,23,-10,70,-121,62,-70,-131,7,70
36,0,0,0,20,1,-70,21,-12,70,-139,-15,-70,-138,50,70
43,0,0,0,23,5,-70,10,0,70,-137,-3,-70,-117,75,70
50,0,0,0,23,-15,-70,-19,28,70,-149,43,-70,-125,0,70
57,0,0,0,22,-8,-70,-8,68,70,-132,80,-70,-133,-17,70
64,0,0,0,-11,0,-70,-31,22,70,-140,21,-70,-159,30,70
71,0,0,0,-16,13,-70,2,-16,70,-145,-29,-70,-138,77,70
78,0,0,0,-23,-3,-70,-31,29,70,-155,21,-70,-128,47,70
85,0,0,0,3,-43,-70,-15,73,70,-150,65,-70,-140,-27,70
92,0,0,0,-13,-30,-70,-20,61,70,-122,60,-70,-138,12,70
