50,0,0,0,-11,-36,70,-6,-18,-70,-106,13,70,-113,-78,-70
57,0,0,0,-13,4,70,-10,-24,-70,-108,-17,70,-99,-48,-70
64,0,0,0,3,27,70,-9,-18,-70,-107,-41,70,-112,1,-70
71,0,0,0,-1,15,70,-16,-12,-70,-98,-33,70,-124,-14,-70
78,0,0,0,7,6,70,-6,-12,-70,-100,0,70,-110,-31,-70
85,0,0,0,-6,20,70,-4,-5,-70,-108,-8,70,-71,-1,-70
92,0,0,0,-26,20,70,-20,10,-70,-106,-9,70,-43,8,-70
99,0,0,0,-42,12,70,-34,6,-70,-37,13,70,-101,-6,-70
106,0,0,0,-44,11,70,-39,4,-70,-93,-11,70,-39,8,-70
113,0,0,0,-40,16,70,-36,12,-70,-99,-8,70,-33,17,-70
120,0,0,0,-45,20,70,-35,13,-70,-96,-10,70,-39,21,-70
127,0,0,0,-52,13,70,-23,-6,-70,-88,-31,70,-51,16,-70
134,0,0,0,-18,23,70,-16,-35,-70,-98,-64,70,-109,21,-70
141,0,0,0,-8,-3,70,-9,-33,-70,-80,-63,70,-97,-10,-70
148,0,0,0,-5,-46,70,-6,26,-70,-96,0,70,-104,-45,-70
155,0,0,0,-10,-57,70,8,33,-70,-99,7,70,-99,-75,-70
162,0,0,0,-14,-36,70,-11,-3,-70,-102,-28,70,-96,-20,-70
169,0,0,0,7,0,70,-25,-24,-70,-113,-66,70,-113,23,-70
176,0,0,0,-15,-45,70,-15,4,-70,-83,-56,70,-103,-8,-70
