50,0,0,0,-1,8,-70,-9,26,70,-110,83,-70,-110,-1,70
57,0,0,0,3,61,-70,3,-23,70,-107,15,-70,-116,37,70
64,0,0,0,3,67,-70,0,-14,70,-112,-23,-70,-101,68,70
71,0,0,0,-13,2,-70,-15,32,70,-127,18,-70,-96,33,70
78,0,0,0,23,-42,-70,3,47,70,-113,55,-70,-109,-37,70
85,0,0,0,5,-10,-70,-9,28,70,-102,61,-70,-106,2,70
92,0,0,0,0,42,-70,8,-5,70,-111,-12,-70,-115,42,70
99,0,0,0,-3,47,-70,4,6,70,-114,-14,-70,-106,72,70
106,0,0,0,-1,-22,-70,-13,39,70,-119,11,-70,-94,30,70
113,0,0,0,23,-38,-70,-1,58,70,-111,60,-70,-105,-23,70
120,0,0,0,-9,-13,-70,-15,47,70,-103,46,-70,-117,6,70
127,0,0,0,-2,23,-70,8,12,70,-115,-18,-70,-121,49,70
