15,0,0,0,-26,60,-70,-12,-7,70,-130,26,-70,-103,61,70
22,0,0,0,26,-4,-70,15,-9,70,-136,59,-70,-127,-12,70
29,0,0,0,65,3,-70,56,-13,70,-135,82,-70,-142,-1,70
36,0,0,0,79,3,-70,74,-11,70,-136,36,-70,-139,25,70
43,0,0,0,89,-5,-70,81,2,70,-143,-12,-70,-134,69,70
50,0,0,0,84,1,-70,79,6,70,-143,24,-70,-112,56,70
57,0,0,0,72,-10,-70,72,-1,70,-140,57,-70,-132,-13,70
64,0,0,0,17,-23,-70,39,7,70,-120,74,-70,-126,0,70
71,0,0,0,-25,24,-70,12,-3,70,-129,5,-70,-135,36,70
78,0,0,0,-20,38,-70,-11,1,70,-127,-21,-70,-124,78,70
85,0,0,0,-17,-14,-70,-21,42,70,-130,14,-70,-107,48,70
92,0,0,0,0,-39,-70,-22,55,70,-132,60,-70,-121,-11,70
99,0,0,0,-10,-26,-70,-16,51,70,-106,59,-70,-117,18,70
