22,0,0,0,-10,44,-70,-2,-45,70,-108,5,-70,-106,36,70
29,0,0,0,-14,47,-70,-2,-49,70,-106,-35,-70,-102,64,70
36,0,0,0,-12,37,-70,-6,-10,70,-114,5,-70,-82,59,70
43,0,0,0,-1,-13,-70,-5,23,70,-120,46,-70,-107,-1,70
50,0,0,0,11,-27,-70,0,36,70,-105,81,-70,-109,-26,70
57,0,0,0,-10,10,-70,-7,4,70,-86,75,-70,-108,9,70
64,0,0,0,-13,40,-70,1,-37,70,-119,-23,-70,-124,50,70
71,0,0,0,-14,43,-70,-3,-30,70,-115,-38,-70,-107,87,70
78,0,0,0,-13,-4,-70,-2,22,70,-120,9,-70,-91,61,70
85,0,0,0,9,-48,-70,0,47,70,-110,51,-70,-102,-20,70
92,0,0,0,8,-42,-70,-4,52,70,-97,88,-70,-102,-20,70
99,0,0,0,-8,-10,-70,-10,25,70,-103,28,-70,-117,17,70
