15,0,0,0,-25,35,-70,-10,37,70,-144,51,-70,-119,32,70
22,0,0,0,-9,2,-70,-26,44,70,-136,81,-70,-129,-25,70
29,0,0,0,-16,24,-70,-24,41,70,-119,80,-70,-131,15,70
36,0,0,0,-28,50,-70,-13,-17,70,-134,5,-70,-136,53,70
43,0,0,0,-22,59,-70,-9,-14,70,-131,-6,-70,-118,90,70
50,0,0,0,-30,13,-70,-26,27,70,-142,36,-70,-120,47,70
57,0,0,0,-4,-29,-70,-13,34,70,-134,73,-70,-123,-31,70
64,0,0,0,-23,2,-70,-32,32,70,-116,74,-70,-138,13,70
71,0,0,0,-22,32,-70,-4,-8,70,-135,-15,-70,-135,56,70
78,0,0,0,-20,32,-70,-10,4,70,-131,-14,-70,-114,87,70
85,0,0,0,-13,-18,-70,-23,47,70,-136,31,-70,-103,34,70
92,0,0,0,-8,-42,-70,-24,65,70,-132,74,-70,-126,-9,70
99,0,0,0,-13,-20,-70,-22,34,70,-108,42,-70,-127,18,70
