29,0,0,0,-15,-34,70,-18,-19,-70,-107,-36,70,-134,-28,-70
36,0,0,0,-10,-38,70,8,27,-70,-110,29,70,-124,-61,-70
43,0,0,0,-7,-40,70,0,8,-70,-116,5,70,-107,-71,-70
50,0,0,0,-4,31,70,-14,-43,-70,-127,-33,70,-121,-5,-70
57,0,0,0,8,34,70,-12,-64,-70,-114,-71,70,-121,22,-70
64,0,0,0,-5,-29,70,-13,7,-70,-100,-30,70,-125,-12,-70
71,0,0,0,-9,-49,70,15,55,-70,-116,29,70,-131,-53,-70
78,0,0,0,-11,-48,70,4,32,-70,-126,4,70,-109,-63,-70
85,0,0,0,-12,10,70,-19,-20,-70,-136,-39,70,-132,9,-70
92,0,0,0,8,13,70,-12,-41,-70,-121,-80,70,-128,25,-70
99,0,0,0,3,-43,70,-6,19,-70,-99,-36,70,-126,-20,-70
