29,0,0,0,-6,32,-70,-7,-27,70,-100,47,-70,-107,10,70
36,0,0,0,-8,47,-70,33,-52,70,-103,-40,-70,-102,46,70
43,0,0,0,-9,47,-70,81,-23,70,-112,-15,-70,-90,74,70
50,0,0,0,-13,25,-70,89,-15,70,-119,31,-70,-104,7,70
57,0,0,0,1,-18,-70,90,-13,70,-100,74,-70,-93,-48,70
64,0,0,0,-8,-9,-70,94,-2,70,-84,61,-70,-107,-4,70
71,0,0,0,-3,45,-70,80,-1,70,-109,-30,-70,-115,52,70
78,0,0,0,-6,47,-70,74,1,70,-104,-29,-70,-102,84,70
85,0,0,0,-19,-23,-70,103,12,70,-117,12,-70,-95,32,70
92,0,0,0,17,-56,-70,94,15,70,-104,63,-70,-92,-34,70
99,0,0,0,3,-35,-70,-7,37,70,-83,69,-70,-105,-4,70
