36,0,0,0,-3,16,70,-6,-39,-70,-93,-35,70,-113,-24,-70
43,0,0,0,-4,-42,70,3,14,-70,-109,26,70,-114,-57,-70
50,0,0,0,-14,-39,70,-3,-3,-70,-109,0,70,-103,-69,-70
57,0,0,0,-7,21,70,-12,-51,-70,-119,-40,70,-116,-5,-70
64,0,0,0,9,25,70,-12,-61,-70,-103,-68,70,-117,8,-70
71,0,0,0,2,-36,70,13,15,-70,-104,-12,70,-125,-32,-70
78,0,0,0,-25,-44,70,72,21,-70,-129,21,70,-129,-69,-70
85,0,0,0,5,-30,70,72,-1,-70,-139,-19,70,-119,-36,-70
92,0,0,0,-13,4,70,94,-7,-70,-131,-62,70,-134,33,-70
99,0,0,0,0,-37,70,73,-2,-70,-107,-48,70,-128,-1,-70
106,0,0,0,-14,-58,70,72,3,-70,-119,11,70,-123,-40,-70
113,0,0,0,-17,-67,70,38,13,-70,-123,-1,70,-114,-58,-70
