29,0,0,0,-15,37,-70,-8,-21,70,-102,40,-70,-101,20,70
36,0,0,0,-11,37,-70,-1,-51,70,-99,-26,-70,-98,40,70
43,0,0,0,-14,40,-70,-8,-29,70,-114,-3,-70,-87,64,70
50,0,0,0,-11,5,-70,-10,21,70,-116,36,-70,-102,12,70
57,0,0,0,3,-21,-70,3,31,70,-100,71,-70,-97,-36,70
64,0,0,0,-10,5,-70,-13,33,70,-96,71,-70,-115,5,70
71,0,0,0,-21,29,-70,-9,-21,70,-112,-7,-70,-114,47,70
78,0,0,0,-15,39,-70,9,-31,70,-106,-40,-70,-96,83,70
85,0,0,0,-23,8,-70,-13,2,70,-121,6,-70,-93,66,70
92,0,0,0,3,-46,-70,-7,38,70,-110,44,-70,-99,-11,70
99,0,0,0,1,-40,-70,-9,45,70,-103,76,-70,-109,-21,70
106,0,0,0,-21,4,-70,-20,29,70,-99,39,-70,-115,21,70
