36,0,0,0,76,9,70,-1,-23,-70,-114,10,70,-117,-75,-70
43,0,0,0,78,10,70,-7,-45,-70,-118,-19,70,-100,-28,-70
50,0,0,0,56,20,70,-11,-65,-70,-115,-53,70,-119,11,-70
57,0,0,0,2,3,70,-8,-53,-70,-96,-35,70,-115,-17,-70
64,0,0,0,-15,-3,70,1,-11,-70,-111,21,70,-118,-45,-70
71,0,0,0,-13,-2,70,1,-8,-70,-113,5,70,-109,-62,-70
78,0,0,0,-15,-11,70,2,-23,-70,-125,-31,70,-113,-5,-70
85,0,0,0,-12,-2,70,-3,-39,-70,-108,-64,70,-122,19,-70
92,0,0,0,2,-14,70,2,-7,-70,-84,-28,70,-105,-20,-70
99,0,0,0,12,-7,70,8,28,-70,-110,19,70,-115,-51,-70
106,0,0,0,21,-3,70,25,12,-70,-113,-6,70,-101,-49,-70
113,0,0,0,16,0,70,22,11,-70,-128,-42,70,-118,9,-70
120,0,0,0,17,-3,70,29,9,-70,-107,-65,70,-114,13,-70
