85,0,0,0,-3,71,-70,-4,-25,70,-119,6,-70,-124,35,70
92,0,0,0,-5,78,-70,-5,-17,70,-116,-12,-70,-110,65,70
99,0,0,0,-5,11,-70,-9,24,70,-129,25,-70,-99,36,70
106,0,0,0,31,-39,-70,9,33,70,-112,43,-70,-105,-27,70
113,0,0,0,10,-17,-70,3,29,70,-115,65,-70,-115,-13,70
120,0,0,0,0,39,-70,-6,-17,70,-106,20,-70,-118,17,70
127,0,0,0,7,53,-70,-2,-20,70,-106,-31,-70,-111,45,70
134,0,0,0,-5,29,-70,6,-6,70,-121,-9,-70,-93,60,70
141,0,0,0,9,-36,-70,2,41,70,-112,37,-70,-105,-4,70
148,0,0,0,23,-42,-70,1,47,70,-101,73,-70,-104,-20,70
155,0,0,0,-12,-5,-70,-16,32,70,-102,33,-70,-116,16,70
162,0,0,0,13,32,-70,7,-2,70,-108,-41,-70,-95,56,70
169,0,0,0,-12,8,-70,1,10,70,-113,3,-70,-88,69,70
