29,0,0,0,12,11,-70,14,-19,70,-110,15,-70,-106,32,70
36,0,0,0,22,4,-70,21,-12,70,-107,-20,-70,-95,67,70
43,0,0,0,34,0,-70,34,-12,70,-118,7,-70,-88,47,70
50,0,0,0,30,-2,-70,27,-7,70,-120,50,-70,-116,-14,70
57,0,0,0,36,5,-70,39,-2,70,-94,83,-70,-103,-18,70
64,0,0,0,34,0,-70,34,-7,70,-93,44,-70,-117,13,70
71,0,0,0,34,-10,-70,36,-18,70,-106,-45,-70,-110,51,70
78,0,0,0,35,-3,-70,36,-7,70,-111,-12,-70,-93,91,70
85,0,0,0,39,-11,-70,39,-16,70,-110,21,-70,-91,30,70
92,0,0,0,41,-17,-70,47,-12,70,-99,66,-70,-93,-34,70
99,0,0,0,33,-7,-70,33,-1,70,-88,61,-70,-101,-5,70
106,0,0,0,34,-6,-70,34,3,70,-114,-3,-70,-113,44,70
